p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
6.18225971475166e-111	0.456946906264912	0.437	0.107	9.372923953535e-107	cluster_13	Col8a2	0.659235035617942
8.24012036392908e-65	0.45492061849552	0.847	0.455	1.24928464837529e-60	cluster_13	Cald1	0.656311720301627
1.08322919845493e-229	0.449420083347359	0.417	0.054	1.64228378777752e-225	cluster_13	Zfp185	0.648376125521139
4.32476958446843e-50	0.448403821741498	0.426	0.166	6.55678316701258e-46	cluster_13	Apod	0.646909969942119
1.75087390713619e-140	0.44651134935578	0.335	0.054	2.65449993060918e-136	cluster_13	Cpxm2	0.644179709416223
3.94186784912886e-43	0.443899077931627	0.6	0.3	5.97626584606427e-39	cluster_13	Gas1	0.640410998387142
1.11512641147132e-77	0.443357270829047	0.613	0.249	1.69064315243167e-73	cluster_13	Pls3	0.639629335967131
1.21803650411764e-64	0.442955133211559	0.634	0.302	1.84666514389276e-60	cluster_13	Rhoq	0.639049174020627
4.5694366775886e-61	0.441096998604546	0.998	0.933	6.92772294689208e-57	cluster_13	Myl6	0.636368452437784
5.92970505871906e-69	0.4407120275418	0.699	0.31	8.99002583952396e-65	cluster_13	Plod2	0.635813056594675
6.27557790739688e-71	0.439635485332287	0.662	0.285	9.5144036654044e-67	cluster_13	Plxdc2	0.634259934487703
2.84120406120879e-84	0.438900805728596	0.591	0.217	4.30754947719865e-80	cluster_13	Map1b	0.633200015866816
1.0312909388229e-79	0.436828068308446	0.611	0.236	1.5635401923494e-75	cluster_13	Fkbp10	0.630209687869701
2.09759021807859e-37	0.434632531536102	0.727	0.499	3.18015652962895e-33	cluster_13	Tmed3	0.62704219785615
6.75647055750592e-94	0.42843436381674	0.385	0.098	1.02434850122347e-89	cluster_13	Ntn1	0.618100132024829
1.2615643949949e-60	0.426593183598024	0.785	0.432	1.91265777925177e-56	cluster_13	Ckap4	0.615443870453904
5.35573784468248e-41	0.423525905972347	0.809	0.573	8.1198341463231e-37	cluster_13	Nenf	0.611018724234311
4.51596083903963e-65	0.422467200822106	0.991	0.679	6.84664822806799e-61	cluster_13	Col3a1	0.609491335564294
2.5255966471009e-91	0.421735759421079	0.475	0.143	3.82905707666967e-87	cluster_13	Ltbp1	0.608436088682331
6.54547474100798e-205	0.421409594201216	0.303	0.031	9.92359425484219e-201	cluster_13	Crispld1	0.607965531737125
1.15533921195297e-51	0.418830915959534	0.32	0.099	1.7516097792419e-47	cluster_13	Inhba	0.604245285425801
1.25046539909141e-75	0.418398166995066	0.52	0.189	1.89583059156249e-71	cluster_13	Emilin1	0.603620960640814
1.73295326542911e-75	0.41544881602322	0.514	0.181	2.62733044571708e-71	cluster_13	Cdh11	0.59936594661989
1.15032851954494e-59	0.414631294085867	0.596	0.258	1.74401306848208e-55	cluster_13	Thbs3	0.598186511775054
1.33172484703311e-182	0.41293575959925	0.331	0.042	2.01902804058691e-178	cluster_13	Sema3b	0.595740372579555
7.87121764168255e-58	0.411189255165626	0.703	0.353	1.19335530665549e-53	cluster_13	Wwtr1	0.593220699294275
1.82310434374488e-71	0.407788130692772	0.602	0.252	2.76400849555161e-67	cluster_13	Ptprs	0.588313913883843
6.70958174595529e-52	0.407114208967778	0.385	0.142	1.01723968850428e-47	cluster_13	Dtd1	0.587341650353247
1.26614062446955e-48	0.406853415273641	0.867	0.612	1.91959580075829e-44	cluster_13	Ostc	0.58696540458402
6.16316832020525e-36	0.406594601584551	0.568	0.314	9.34397949026318e-32	cluster_13	Il11ra1	0.586592015358256
1.66365076145771e-32	-0.407505742560471	0.026	0.278	2.52226091944604e-28	cluster_13	Hcls1	-0.587906513925767
6.10730732439343e-13	-0.410403699040183	0.273	0.423	9.25928863451287e-09	cluster_13	Txnip	-0.592087381367759
2.3229816180325e-28	-0.411339116760484	0.275	0.51	3.52187243109908e-24	cluster_13	Jpt1	-0.593436903873997
5.12071393347346e-23	-0.411906148795885	0.443	0.612	7.76351439453911e-19	cluster_13	Pitpna	-0.594254958179495
2.15218704388622e-35	-0.413322132507291	0.082	0.357	3.26293077723589e-31	cluster_13	Zeb2	-0.596297790857919
1.24478133233577e-22	-0.414467325151918	0.953	0.98	1.88721297795426e-18	cluster_13	Rps14	-0.597949954607186
2.67655590661529e-22	-0.417177517295257	0.123	0.335	4.05792641001944e-18	cluster_13	Il4ra	-0.601859935372238
2.78127812615545e-26	-0.417482629388976	0.228	0.443	4.21669576706428e-22	cluster_13	Grb2	-0.60230011907676
1.58294938853224e-17	-0.417530908026274	0.555	0.64	2.39990956795374e-13	cluster_13	Arpc5	-0.602369770427371
4.28884086297086e-37	-0.418996022440104	0.043	0.326	6.50231163235011e-33	cluster_13	Skap2	-0.604483483726538
2.39876170701762e-32	-0.420491701664796	0.88	0.932	3.63676262400941e-28	cluster_13	H3f3a	-0.606641292726762
1.08297807124322e-26	-0.423442499875508	0.045	0.271	1.64190305381184e-22	cluster_13	Ptafr	-0.61089839467202
2.33295960079251e-15	-0.423942029860463	0.662	0.765	3.53700005076153e-11	cluster_13	Ifrd1	-0.611619064104091
3.43227718322477e-31	-0.424519382931316	0.017	0.258	5.20367543748708e-27	cluster_13	Ncf4	-0.612452008516252
1.11881870321536e-23	-0.425194752951006	0.908	0.896	1.6962410359448e-19	cluster_13	Cfl1	-0.613426361494424
5.83843854115201e-21	-0.426307893863839	0.166	0.357	8.85165667224056e-17	cluster_13	Samhd1	-0.615032284369178
3.3394011748699e-26	-0.426854952982212	0.892	0.93	5.06286612122025e-22	cluster_13	Ddx5	-0.615821523846328
1.19071703715104e-23	-0.427830435476838	0.622	0.72	1.8052461000247e-19	cluster_13	Tmbim6	-0.617228847603799
6.62507215825885e-20	-0.428336668750577	0.598	0.698	1.00442718991363e-15	cluster_13	Arpc1b	-0.617959187837356
4.76177592996322e-08	-0.429204057406809	0.497	0.554	0.000721932848741724	cluster_13	Lsp1	-0.619210565150225
1.40037450343439e-11	-0.429730595275201	0.445	0.548	2.12310778465688e-07	cluster_13	Mif	-0.619970198721794
4.78734043898648e-22	-0.432106599596612	0.656	0.784	7.25808683954741e-18	cluster_13	Pnrc1	-0.623398048373425
1.72779887369866e-25	-0.432725167543689	0.368	0.56	2.61951587241454e-21	cluster_13	Gpi1	-0.624290453283126
4.67238662507519e-11	-0.432836422426321	0.583	0.635	7.0838053622765e-07	cluster_13	Serinc3	-0.624450960150573
9.14956488614119e-24	-0.433160237546047	0.202	0.417	1.38716553238787e-19	cluster_13	Ptpn1	-0.624918126617968
1.54111501378162e-10	-0.433694497714892	0.46	0.556	2.33648447239432e-06	cluster_13	Tpi1	-0.625688901114105
5.3753393347171e-25	-0.434322625236102	0.409	0.585	8.14955196536459e-21	cluster_13	Vamp8	-0.626595097574
1.05054816211067e-28	-0.435704894954927	0.026	0.253	1.59273606857599e-24	cluster_13	Cxcr4	-0.62858929124252
7.39006286418724e-16	-0.437720754860213	0.215	0.366	1.12040743083943e-11	cluster_13	Rgs10	-0.631497562331003
2.70828672644451e-30	-0.439830230032259	0.026	0.264	4.10603350596252e-26	cluster_13	Lrrc25	-0.634540891700593
2.26155500593439e-23	-0.442684321528135	0.477	0.642	3.42874354449714e-19	cluster_13	Ndufb8	-0.638658475347936
1.78554915272784e-32	-0.442867243179382	0.028	0.279	2.70707107045068e-28	cluster_13	Ncf2	-0.638922375507062
5.7042508126431e-24	-0.446851715657911	0.125	0.339	8.6482146570482e-20	cluster_13	Bin1	-0.644670754192393
1.62362741327766e-20	-0.447144133209916	0.202	0.401	2.46158152127026e-16	cluster_13	Glul	-0.64509262354454
1.23823373641239e-14	-0.450884486566801	1	0.978	1.87728616777482e-10	cluster_13	Tmsb4x	-0.650488812783689
1.94119848636351e-18	-0.452049847196363	0.108	0.281	2.94305102517572e-14	cluster_13	Rab7b	-0.652170072784807
4.35547009314709e-34	-0.456534119654693	0.017	0.275	6.6033282082203e-30	cluster_13	Itgb2	-0.658639510422434
7.05906647598226e-23	-0.458444105930115	0.056	0.252	1.07022506842367e-18	cluster_13	Plk2	-0.661395038150151
9.96984534952197e-10	-0.468051181999662	0.286	0.389	1.51152825344103e-05	cluster_13	Tmem176b	-0.675255119153131
8.90590925668398e-19	-0.468116226152403	0.125	0.302	1.35022490240586e-14	cluster_13	Cxcl16	-0.675348958029728
4.78531152685075e-20	-0.470108473287834	0.073	0.253	7.25501080585843e-16	cluster_13	Tlr2	-0.678223163092239
1.35446187094935e-19	-0.472240265421022	0.204	0.381	2.05349964254632e-15	cluster_13	Sirpa	-0.681298689030997
9.72593881335751e-34	-0.47283329446245	0.03	0.292	1.47454958349313e-29	cluster_13	Pirb	-0.682154249088168
1.84689886049706e-33	-0.473387953346077	0.912	0.978	2.80008336239959e-29	cluster_13	Rps9	-0.682954452708962
2.21575147857365e-12	-0.473409734258659	0.183	0.321	3.35930081666551e-08	cluster_13	Resf1	-0.682985875923529
4.81399565225863e-13	-0.474176343532998	0.899	0.899	7.29849880838931e-09	cluster_13	Ifitm3	-0.684091859321918
1.42959994646213e-31	-0.477247508887513	0.353	0.568	2.16741647883124e-27	cluster_13	Dazap2	-0.688522614348626
1.03449478885577e-20	-0.4788743321661	0.834	0.898	1.56839754938423e-16	cluster_13	Junb	-0.690869624225046
8.89612525119957e-24	-0.479170890809304	0.465	0.631	1.34874154933437e-19	cluster_13	Litaf	-0.69129746790893
9.59954863536358e-32	-0.479988398834037	0.019	0.263	1.45538756860747e-27	cluster_13	Clec4a2	-0.692476882682099
1.99426447075512e-27	-0.480163411943241	0.237	0.471	3.02350436411183e-23	cluster_13	Tiparp	-0.692729373226839
2.73747207838034e-21	-0.484171733342431	0.406	0.562	4.15028141803243e-17	cluster_13	Taldo1	-0.698512158631739
4.42304713638141e-11	-0.485613925295124	0.402	0.517	6.70578176346786e-07	cluster_13	Phlda1	-0.700592801809898
9.3089160626662e-26	-0.485912707976021	0.26	0.495	1.41132476426082e-21	cluster_13	Trib1	-0.701023854101932
2.99912867127501e-23	-0.491430207026603	0.454	0.643	4.54697897852004e-19	cluster_13	Ier5	-0.708983922620317
2.05486006628003e-33	-0.492627715368052	0.017	0.269	3.11537334648715e-29	cluster_13	Gngt2	-0.710711561965948
6.79204347553329e-33	-0.493175415189848	0.069	0.327	1.0297417113256e-28	cluster_13	Cndp2	-0.711501725782749
1.746829073165e-30	-0.493585483403972	0.31	0.536	2.64836755782546e-26	cluster_13	Nfe2l2	-0.712093329161692
6.73680971125071e-26	-0.493937207575938	0.194	0.419	1.02136772032272e-21	cluster_13	Fxyd5	-0.712600759880348
1.55857199219748e-28	-0.495405732343331	0.103	0.348	2.3629509973706e-24	cluster_13	Ifi204	-0.714719393279689
2.27719791383874e-26	-0.496777879513312	0.497	0.666	3.45245975717092e-22	cluster_13	Srsf5	-0.716698983197191
1.99110355285197e-32	-0.499158628296929	0.157	0.422	3.01871209647888e-28	cluster_13	Fam49b	-0.720133677660916
4.22113805240705e-26	-0.500584562309052	0.138	0.363	6.39966740125433e-22	cluster_13	Ehd4	-0.722190865588842
9.80833541399503e-21	-0.501905214733256	0.219	0.41	1.48704173211579e-16	cluster_13	Cited2	-0.724096164291979
1.70816860193027e-22	-0.504497946279359	0.363	0.53	2.58975441738648e-18	cluster_13	Card19	-0.727836685235898
1.66663441505967e-12	-0.508385756139795	0.239	0.367	2.52678443667197e-08	cluster_13	Dab2	-0.733445609241468
4.27850111852969e-29	-0.512410203975621	0.895	0.943	6.48663554580286e-25	cluster_13	Calm1	-0.739251660176531
1.31624138926984e-29	-0.513599282760282	0.626	0.783	1.995553570272e-25	cluster_13	Tspo	-0.740967138242387
5.261185842432e-27	-0.514919410274581	0.14	0.374	7.97648385571115e-23	cluster_13	Psmb8	-0.742871679660607
4.63074112171549e-30	-0.517264363409804	0.088	0.335	7.02066661463285e-26	cluster_13	Tnfaip2	-0.74625473191991
1.05487948692923e-22	-0.522764517408511	0.118	0.318	1.5993027901334e-18	cluster_13	Abca1	-0.754189776817971
2.14182074678047e-25	-0.523794306699101	0.103	0.329	3.24721443419387e-21	cluster_13	Cfp	-0.755675448720666
4.26449937154574e-33	-0.524282303120542	0.084	0.356	6.4654074972005e-29	cluster_13	Slfn5	-0.756379478737851
1.86225522557858e-25	-0.525330085544804	0.6	0.729	2.82336514749969e-21	cluster_13	Sat1	-0.757891109245264
1.41914861717338e-08	-0.528051379497485	0.83	0.644	0.000215157121849657	cluster_13	Slc25a4	-0.761817106535598
5.44239648329377e-14	-0.538220885104226	0.26	0.41	8.25121730832169e-10	cluster_13	Cdk2ap2	-0.776488601842735
2.89925420016093e-24	-0.538454702581658	0.49	0.63	4.39555929286398e-20	cluster_13	Atp2b1	-0.776825929157899
1.13326893401541e-41	-0.542689543113374	0.09	0.4	1.71814903086076e-37	cluster_13	Emilin2	-0.782935512591962
1.73072050271866e-20	-0.546575940330259	0.735	0.779	2.62394535417176e-16	cluster_13	Pkm	-0.788542398583687
7.67568972032614e-38	-0.546754502001298	0.049	0.334	1.16371131849865e-33	cluster_13	Gda	-0.788800008620987
5.51293252930008e-26	-0.555501594438088	0.845	0.937	8.35815700767185e-22	cluster_13	Ubc	-0.801419395501742
1.13807977529556e-23	-0.558200023029545	0.047	0.252	1.7254427473256e-19	cluster_13	Lmnb1	-0.80531240504883
2.52558262415762e-10	-0.559426937016287	0.181	0.301	3.82903581648537e-06	cluster_13	Ptgs2	-0.8070824677731
7.34439726660801e-15	-0.561974917439891	0.114	0.271	1.11348406959044e-10	cluster_13	Hilpda	-0.810758426494516
1.67141410242866e-27	-0.56522937736817	0.041	0.267	2.53403092069209e-23	cluster_13	Ly86	-0.815453619693815
1.3432593658367e-24	-0.56535685847796	0.213	0.43	2.03651552454502e-20	cluster_13	Rel	-0.815637536058716
2.14398120468194e-17	-0.568656959330108	0.338	0.481	3.25048990441828e-13	cluster_13	Ninj1	-0.820398575192544
1.19892275652892e-25	-0.573449331976233	0.578	0.726	1.81768679117349e-21	cluster_13	Zfand5	-0.8273125074432
4.33070355413816e-31	-0.579407966858306	0.024	0.264	6.56577965842887e-27	cluster_13	Cd93	-0.835909000438035
6.98765712585783e-36	-0.580909652411981	0.763	0.844	1.05939869685131e-31	cluster_13	Arpc2	-0.838075474739296
2.60042686075998e-29	-0.582996262135602	0.211	0.445	3.94250716359821e-25	cluster_13	Ets2	-0.841085816239835
9.43913038695688e-33	-0.58362560280251	0.039	0.298	1.43106655796653e-28	cluster_13	Rac2	-0.841993762899013
1.69158678159534e-13	-0.587189872507086	0.372	0.568	2.56461471957669e-09	cluster_13	Ccl2	-0.847135917126196
6.30560755023826e-29	-0.590163456763577	0.075	0.311	9.55993160691623e-25	cluster_13	Cd300c2	-0.851425892386701
6.7463008429454e-19	-0.596186429257953	0.267	0.441	1.02280667079895e-14	cluster_13	Msrb1	-0.860115204935748
6.54006607874085e-10	-0.600860187688066	0.701	0.706	9.91539418197901e-06	cluster_13	Cyba	-0.866858013045184
5.57230778063471e-25	-0.605961170890474	0.329	0.515	8.44817582622029e-21	cluster_13	Rnf149	-0.874217176214956
3.96652335987947e-16	-0.611611449124697	0.774	0.747	6.01364606591326e-12	cluster_13	Fau	-0.882368804603112
2.32603749871433e-28	-0.614766948676334	0.073	0.302	3.5265054518008e-24	cluster_13	Pla2g7	-0.886921228157787
1.0917853237992e-37	-0.619679286844378	0.075	0.359	1.65525572941196e-33	cluster_13	Gmfg	-0.894008234071994
3.15792867394736e-29	-0.620679143305274	0.045	0.28	4.78773566257159e-25	cluster_13	Cybb	-0.895450722029729
2.12487650126132e-39	-0.622211602105773	0.03	0.319	3.22152526356228e-35	cluster_13	Fyb	-0.897661592741576
1.54244149532351e-12	-0.625355850540532	0.639	0.678	2.33849555105998e-08	cluster_13	Grn	-0.902197784365726
8.93468169047385e-07	-0.625888547809778	0.409	0.461	0.0135458709109274	cluster_13	Id2	-0.902966304074362
6.74446135920946e-25	-0.626776698089631	0.092	0.312	1.02252778666975e-20	cluster_13	Ms4a6c	-0.904247634078669
1.84407032168115e-22	-0.626880301842548	0.71	0.785	2.79579501470079e-18	cluster_13	Npc2	-0.90439710269922
4.69817952939686e-36	-0.628831017687489	0.088	0.369	7.12290998451859e-32	cluster_13	Tnfaip3	-0.9072113907749
3.94090127562686e-27	-0.629350778275916	0.191	0.413	5.97480042397789e-23	cluster_13	Plaur	-0.907961246798273
2.35292321429369e-30	-0.630289715722908	0.682	0.792	3.56726688519066e-26	cluster_13	Cox5a	-0.909315847196753
3.96720654714365e-31	-0.630392848421221	0.499	0.664	6.01468184612449e-27	cluster_13	Btg1	-0.909464636229163
1.56810729255978e-24	-0.636934985935636	0.925	0.91	2.37740746624988e-20	cluster_13	B2m	-0.918902945578024
5.21447364961203e-26	-0.63728337511389	0.088	0.309	7.9056635001768e-22	cluster_13	Ms4a6d	-0.91940556491779
5.27236821895568e-36	-0.640450752247828	0.077	0.355	7.99343745675871e-32	cluster_13	Ptpn18	-0.923975124201548
2.08508186308826e-07	-0.641182778623796	0.871	0.833	0.00316119261262811	cluster_13	Psap	-0.925031215023956
9.39232351652267e-14	-0.643168285312789	0.665	0.716	1.42397016834e-09	cluster_13	Cstb	-0.927895695677819
3.3203202207119e-25	-0.645798272560485	0.157	0.372	5.03393748662131e-21	cluster_13	Lst1	-0.931689965237671
2.3180595703542e-13	-0.645966940817959	0.157	0.308	3.514410114614e-09	cluster_13	Isg15	-0.931933302096284
1.82698603424238e-29	-0.646489603708474	0.48	0.684	2.76989352651487e-25	cluster_13	Ly6e	-0.932687345256487
4.84468779317628e-33	-0.650708651871853	0.03	0.281	7.34503116323456e-29	cluster_13	C3ar1	-0.938774145119065
3.56648974009695e-42	-0.667430361664043	0.953	0.978	5.40715509496099e-38	cluster_13	H3f3b	-0.962898472911442
1.06330450860534e-36	-0.669974168111097	0.189	0.465	1.61207596549655e-32	cluster_13	Cotl1	-0.966568409857588
4.11130449652405e-22	-0.670273133503154	0.116	0.316	6.23314874718012e-18	cluster_13	Aif1	-0.966999725746106
3.88804038876714e-37	-0.67981352806059	0.176	0.453	5.89465803340987e-33	cluster_13	Ucp2	-0.980763605662243
6.94112749847738e-33	-0.680381254681502	0.194	0.447	1.05234434004416e-28	cluster_13	Arhgdib	-0.981582662042813
2.85123594087116e-14	-0.680909766067274	0.116	0.265	4.32275880995477e-10	cluster_13	Pi16	-0.982345142798121
1.45163156904729e-39	-0.684184488268608	0.224	0.494	2.2008186218326e-35	cluster_13	Efhd2	-0.987069568278273
2.19510289526316e-29	-0.696844513238094	0.108	0.343	3.32799549950847e-25	cluster_13	Mpeg1	-1.00533412351928
1.0210073396884e-18	-0.6997283209291	0.181	0.348	1.54794922770159e-14	cluster_13	Pltp	-1.00949457857397
1.39395032414839e-43	-0.701448380999716	0.394	0.664	2.11336808644137e-39	cluster_13	Pim1	-1.01197610070788
2.04277625249996e-28	-0.704403076398033	0.563	0.723	3.09705307641519e-24	cluster_13	Prdx5	-1.01623882510637
4.32058830370788e-32	-0.705580275826292	0.12	0.376	6.55044392725152e-28	cluster_13	Cd68	-1.01793716488366
2.64611870079235e-11	-0.708939427014365	0.609	0.657	4.01178056227129e-07	cluster_13	Gapdh	-1.02278339564429
3.03702707021695e-37	-0.709439218596406	0.103	0.383	4.60443674115592e-33	cluster_13	Spi1	-1.02350444248118
2.88526232838005e-40	-0.711999598705755	0.125	0.423	4.37434621605699e-36	cluster_13	Cd53	-1.02719829016773
2.5155300678754e-37	-0.715720358544007	0.138	0.419	3.8137951359059e-33	cluster_13	Tpd52	-1.03256621193471
2.08867898317395e-41	-0.719880776116248	0.034	0.338	3.16664620639002e-37	cluster_13	Fcgr3	-1.03856842573421
8.76489623804733e-30	-0.721206903839004	0.037	0.27	1.32884591865036e-25	cluster_13	Trem2	-1.04048162362341
9.43160000046247e-38	-0.727686006745478	0.148	0.424	1.42992487607012e-33	cluster_13	Unc93b1	-1.04982899325599
3.35248898650114e-34	-0.740915950135223	0.791	0.865	5.08270855243437e-30	cluster_13	Gpx1	-1.06891576697562
1.7639615861578e-18	-0.751947210596311	0.103	0.28	2.67434216077384e-14	cluster_13	Ccrl2	-1.08483051173759
3.23726636178771e-26	-0.752946370522438	0.043	0.259	4.90801953110635e-22	cluster_13	Cd83	-1.08627199480807
1.53887848153834e-33	-0.760589284939175	0.039	0.296	2.33309366586027e-29	cluster_13	Ccr1	-1.09729838953503
5.57709210112044e-25	-0.762979264719974	0.114	0.329	8.4554293345087e-21	cluster_13	Ccl9	-1.10074640151261
2.38181979029782e-10	-0.777362811121428	0.359	0.45	3.61107698407053e-06	cluster_13	Itm2a	-1.12149747257639
6.68434591529437e-45	-0.779936572170279	0.351	0.625	1.01341368421778e-40	cluster_13	Nfkbiz	-1.125210624878
4.61477263319897e-33	-0.786557865161749	0.142	0.403	6.99645678919296e-29	cluster_13	Coro1a	-1.13476313144107
7.5570889777794e-34	-0.790866422177284	0.075	0.339	1.14573025992113e-29	cluster_13	Fcgr2b	-1.14097906528076
6.52500244596151e-42	-0.801374007673006	0.108	0.414	9.89255620832225e-38	cluster_13	Ptprc	-1.15613830676716
4.92816860921153e-30	-0.802762887527604	0.022	0.252	7.4715964284256e-26	cluster_13	F13a1	-1.15814203684578
7.64636309757537e-36	-0.803994483965867	0.069	0.339	1.1592651092234e-31	cluster_13	Csf1r	-1.15991885491964
6.58278197131276e-27	-0.817956676853623	0.116	0.339	9.98015574670728e-23	cluster_13	Nlrp3	-1.18006204135874
5.79993967133027e-31	-0.818479944358182	0.024	0.261	8.79328853570383e-27	cluster_13	Tnf	-1.18081695679262
7.09639694190437e-23	-0.820269604978724	0.71	0.814	1.07588474036212e-18	cluster_13	Nfkbia	-1.18339889129475
5.55626785505808e-18	-0.823521175765712	0.108	0.281	8.42385769505355e-14	cluster_13	Clec4e	-1.18808991634424
1.30049823973324e-30	-0.826286713301462	0.355	0.582	1.97168538125957e-26	cluster_13	Cdkn1a	-1.19207974363246
2.29184731960312e-44	-0.827065214845066	0.72	0.852	3.4746697212503e-40	cluster_13	Mcl1	-1.19320288394874
1.57519272247926e-42	-0.83536852545712	0.065	0.367	2.3881496865508e-38	cluster_13	C5ar1	-1.20518202899171
2.22916791303933e-06	-0.842020014063804	0.916	0.869	0.0337964147295893	cluster_13	Ctsb	-1.21477809861911
2.17574496041854e-26	-0.85110893122268	0.108	0.327	3.29864693449054e-22	cluster_13	Clec4d	-1.22789063433127
9.20131922914742e-36	-0.853920081291917	0.125	0.392	1.39501200833104e-31	cluster_13	Plek	-1.23194626659535
6.6999139777062e-35	-0.871122783722037	0.129	0.399	1.01577395816004e-30	cluster_13	Ifi207	-1.25676452008117
4.56179194615646e-36	-0.875005559499324	0.114	0.392	6.91613276956781e-32	cluster_13	Slfn2	-1.26236618143995
7.66883748772349e-36	-0.88880154159864	0.252	0.568	1.16267245151376e-31	cluster_13	Ifi27l2a	-1.28226957639882
4.75521449154089e-29	-0.902802177462766	0.781	0.815	7.20938069062514e-25	cluster_13	H2-D1	-1.30246822432929
3.06992866735679e-34	-0.903485993164701	0.265	0.507	4.65431885257964e-30	cluster_13	Marcksl1	-1.30345476185135
4.57747193653148e-43	-0.919206284066732	0.129	0.432	6.93990520297538e-39	cluster_13	Lcp1	-1.32613434757705
6.27899355337449e-59	-0.957896545855943	0.529	0.781	9.51958212627107e-55	cluster_13	H2-K1	-1.38195259639104
9.79382555585595e-22	-0.959415879334227	0.185	0.374	1.48484189252332e-17	cluster_13	Fabp5	-1.38414453126561
3.65815615302409e-21	-0.963031862481272	0.118	0.301	5.54613054359983e-17	cluster_13	Ms4a7	-1.38936129221979
1.28413853885969e-14	-0.969823381689981	0.63	0.684	1.94688243876518e-10	cluster_13	Selenop	-1.3991593833023
2.5882174127813e-06	-0.973058916833455	0.239	0.326	0.0392399641951773	cluster_13	Spp1	-1.40382727380841
8.78438367788039e-07	-0.981137649220491	0.249	0.33	0.0133180040940345	cluster_13	Hspb1	-1.41548242095986
7.72825426531723e-40	-0.98114417651612	0.153	0.44	1.17168062916474e-35	cluster_13	Ctsc	-1.41549183785689
2.6668953009226e-42	-1.01446571540187	0.14	0.447	4.04327996572875e-38	cluster_13	Alox5ap	-1.46356465676216
4.05040967358584e-28	-1.06049254335829	0.062	0.288	6.14082610612349e-24	cluster_13	Mrc1	-1.52996733320273
3.95724066848594e-48	-1.12068933569433	0.142	0.462	5.99957257749153e-44	cluster_13	Laptm5	-1.61681294698336
1.42661643519779e-09	-1.14105766019083	0.542	0.365	2.16289317740337e-05	cluster_13	Cryab	-1.64619822772567
7.03257211085968e-45	-1.16526633997315	0.948	0.985	1.06620825772744e-40	cluster_13	Ftl1	-1.6811239699941
4.64280532889175e-16	-1.168258883783	0.262	0.426	7.03895715913279e-12	cluster_13	Hmox1	-1.68544129810822
2.35280563636076e-26	-1.20014462742442	0.041	0.256	3.56708862528654e-22	cluster_13	Ccl3	-1.73144270233474
1.29783147909876e-62	-1.2276281084531	0.544	0.802	1.96764230546162e-58	cluster_13	Cebpb	-1.77109298412118
1.84524369267316e-27	-1.23781858155255	0.757	0.501	2.79757396246178e-23	cluster_13	Tpm1	-1.78579472912607
1.21897681162674e-43	-1.24974892142945	0.31	0.591	1.8480907441073e-39	cluster_13	Lgmn	-1.8030065713026
9.7880054177722e-35	-1.27122073327326	0.133	0.4	1.48395950138844e-30	cluster_13	Ccl6	-1.83398384776856
5.15382332020498e-19	-1.28164622854802	0.151	0.352	7.81371153576277e-15	cluster_13	Cd74	-1.84902465810028
3.23498768162697e-26	-1.29013652852149	0.32	0.546	4.90456482411465e-22	cluster_13	Ccl7	-1.86127357176766
5.00188034374178e-24	-1.29209221442431	0.718	0.788	7.58335078914691e-20	cluster_13	Aldoa	-1.86409503012119
1.9223753240803e-81	-1.29355637927821	0.989	0.995	2.91451322883815e-77	cluster_13	Fth1	-1.86620737349495
1.22630571273404e-21	-1.37321059772523	0.146	0.372	1.85920209107608e-17	cluster_13	H2-Aa	-1.98112411943436
4.35861541561572e-39	-1.38870518032372	0.161	0.461	6.608096831615e-35	cluster_13	Wfdc17	-2.00347807690985
2.21576854807798e-15	-1.42645579745571	0.153	0.329	3.35932669574102e-11	cluster_13	H2-Eb1	-2.05794070503666
5.2404826083791e-19	-1.44710276991245	0.153	0.356	7.94509568256356e-15	cluster_13	H2-Ab1	-2.08772798980938
4.71223894920871e-53	-1.45501692427858	0.155	0.51	7.14422547089532e-49	cluster_13	Fcer1g	-2.09914570106622
2.89918517060139e-46	-1.50025028815362	0.151	0.479	4.39545463714877e-42	cluster_13	Ctss	-2.16440365081147
4.95641784469755e-42	-1.52040721545895	0.151	0.455	7.51442509434596e-38	cluster_13	Cd14	-2.19348394987443
6.03721218872313e-49	-1.56028750511607	0.161	0.495	9.15301739932314e-45	cluster_13	Tyrobp	-2.25101904599196
3.75470261925751e-16	-1.60919762772528	0.123	0.278	5.69250464105631e-12	cluster_13	Ccl4	-2.32158143732955
1.36273202733964e-30	-1.62997817870326	0.127	0.36	2.06603802664963e-26	cluster_13	C1qc	-2.35156143517242
9.32074646819337e-49	-1.74625767300008	0.237	0.558	1.4131183720428e-44	cluster_13	Srgn	-2.51931728495151
4.34721160696152e-20	-1.78844198944546	0.138	0.33	6.59080751731437e-16	cluster_13	Il1b	-2.58017638909056
5.37471154451216e-32	-1.89008211992056	0.138	0.387	8.14860017263488e-28	cluster_13	C1qa	-2.72681210128229
6.01533438657078e-34	-1.99860787219796	0.151	0.421	9.11984846347996e-30	cluster_13	Pf4	-2.88338166590164
4.23515747028479e-46	-2.00312642464509	0.217	0.535	6.42092224069877e-42	cluster_13	Lyz2	-2.8899005591091
7.27683406287463e-36	-2.05980272471411	0.166	0.426	1.10324081227242e-31	cluster_13	C1qb	-2.97166717615463
