experiment	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
tdT_Expression	cluster_14_up	R-MMU-446728	Cell junction organization	6/100	65/8828	8.7450866876961e-05	0.00205845886648847	0.0014162083704771	Flna/Actn1/Itgb1/Cd151/Actb/Fermt2	6
tdT_Expression	cluster_14_up	R-MMU-216083	Integrin cell surface interactions	6/100	71/8828	0.000143561904167328	0.00293993982048585	0.00202266241519494	Itga1/Col18a1/Itgb1/Col4a1/Vtn/Col4a2	6
tdT_Expression	cluster_14_up	R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	14/100	399/8828	0.000149386264448248	0.00293993982048585	0.00202266241519494	Lama5/Pdgfrb/Cav1/Pdgfa/Kitl/Itgb1/Arhgef7/Col4a1/Col4a2/Calm2/Lamb2/Actb/Rock1/Rap1a	14
tdT_Expression	cluster_14_up	R-MMU-418457	cGMP effects	3/100	10/8828	0.000159761988528812	0.00293993982048585	0.00202266241519494	Mrvi1/Pde5a/Itpr1	3
tdT_Expression	cluster_14_up	R-MMU-418360	Platelet calcium homeostasis	4/100	25/8828	0.000163329990026992	0.00293993982048585	0.00202266241519494	Itpr1/Calm2/Atp2a2/Atp2b4	4
tdT_Expression	cluster_14_up	R-MMU-195258	RHO GTPase Effectors	12/100	311/8828	0.000192587453244712	0.0032739867051601	0.00225248483327149	Ppp1r14a/Myl9/Flna/Ppp1r12b/Myl6/Ppp1r12a/Dynll1/Ppp1cb/Calm2/Pfn1/Actb/Rock1	12
tdT_Expression	cluster_14_up	R-MMU-1474244	Extracellular matrix organization	11/100	271/8828	0.000233882956492158	0.00376674656245266	0.0025915009029602	Itga1/Col18a1/Lama5/Pdgfa/Itgb1/Col4a1/Vtn/Cd151/Col4a2/Lamb2/Htra1	11
tdT_Expression	cluster_14_up	R-MMU-1500931	Cell-Cell communication	6/100	83/8828	0.00033919128826936	0.00500729822435675	0.0034449936184085	Flna/Actn1/Itgb1/Cd151/Actb/Fermt2	6
tdT_Expression	cluster_14_up	R-MMU-936837	Ion transport by P-type ATPases	5/100	54/8828	0.000343638113436248	0.00500729822435675	0.0034449936184085	Atp1b2/Atp1a2/Calm2/Atp2a2/Atp2b4	5
tdT_Expression	cluster_14_up	R-MMU-392154	Nitric oxide stimulates guanylate cyclase	3/100	13/8828	0.000371461499151539	0.00513061353244714	0.00352983387165266	Mrvi1/Pde5a/Itpr1	3
tdT_Expression	cluster_14_up	R-MMU-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	4/100	31/8828	0.000385634350478053	0.00513061353244714	0.00352983387165266	Gng11/Itpr1/Gnb4/Rap1a	4
tdT_Expression	cluster_14_up	R-MMU-418359	Reduction of cytosolic Ca++ levels	3/100	14/8828	0.000468890141934626	0.00597834930966648	0.00411307142047917	Calm2/Atp2a2/Atp2b4	3
tdT_Expression	cluster_14_up	R-MMU-8875878	MET promotes cell motility	4/100	36/8828	0.000691313029501941	0.00842018380915302	0.00579304011637635	Lama5/Itgb1/Lamb2/Rap1a	4
tdT_Expression	cluster_14_up	R-MMU-422475	Axon guidance	10/100	261/8828	0.000715440454372479	0.00842018380915302	0.00579304011637635	Itgb1/Arhgef7/Col4a1/Ntn4/Col4a2/Rras/Pfn1/Actb/Rock1/Tln1	10
tdT_Expression	cluster_14_up	R-MMU-5674135	MAP2K and MAPK activation	4/100	39/8828	0.00094055059336983	0.0106595733915247	0.00733372782354644	Vcl/Actb/Rap1a/Tln1	4
tdT_Expression	cluster_14_up	R-MMU-194315	Signaling by Rho GTPases	13/100	429/8828	0.00105106624198283	0.0114866525016695	0.00790275369911903	Ppp1r14a/Myl9/Flna/Ppp1r12b/Myl6/Ppp1r12a/Arhgef7/Dynll1/Ppp1cb/Calm2/Pfn1/Actb/Rock1	13
tdT_Expression	cluster_14_up	R-MMU-9009391	Extra-nuclear estrogen signaling	5/100	70/8828	0.00114016323625432	0.0120306879411663	0.00827704708714571	S1pr3/Gng11/Cav1/Calm2/Gnb4	5
tdT_Expression	cluster_14_up	R-MMU-8957275	Post-translational protein phosphorylation	6/100	110/8828	0.00150621711156008	0.0153634145379129	0.0105699446425269	Sparcl1/Mfge8/Igfbp7/Lamb2/Igfbp5/Prss23	6
tdT_Expression	cluster_14_up	R-MMU-163685	Integration of energy metabolism	5/100	78/8828	0.00185208754387114	0.0182818964007925	0.0125778441009924	Gng11/Itpr1/Gnb4/Prkar1a/Rap1a	5
tdT_Expression	cluster_14_up	R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	6/100	116/8828	0.00197622055587898	0.0188976090655927	0.0130014510255196	Sparcl1/Mfge8/Igfbp7/Lamb2/Igfbp5/Prss23	6
tdT_Expression	cluster_14_up	R-MMU-210991	Basigin interactions	3/100	24/8828	0.00240156856162127	0.02226909029867	0.0153210115573925	Atp1b2/Cav1/Itgb1	3
tdT_Expression	cluster_14_up	R-MMU-5683057	MAPK family signaling cascades	9/100	262/8828	0.00280849945334215	0.0252764950800794	0.0173900894943787	Pdgfrb/Vcl/Pdgfa/Kitl/Calm2/Actb/Sept7/Rap1a/Tln1	9
tdT_Expression	cluster_14_up	R-MMU-8874081	MET activates PTK2 signaling	3/100	26/8828	0.00303488204561115	0.0265335401702004	0.0182549295976611	Lama5/Itgb1/Lamb2	3
tdT_Expression	cluster_14_up	R-MMU-186797	Signaling by PDGF	4/100	54/8828	0.00317703281510426	0.0270047789283862	0.0185791392696155	Pdgfrb/Pdgfa/Col4a1/Col4a2	4
tdT_Expression	cluster_14_up	R-MMU-354192	Integrin alphaIIb beta3 signaling	3/100	27/8828	0.00338640573740397	0.0272694777801477	0.0187612506227367	Rasgrp2/Rap1a/Tln1	3
tdT_Expression	cluster_14_up	R-MMU-9006921	Integrin signaling	3/100	27/8828	0.00338640573740397	0.0272694777801477	0.0187612506227367	Rasgrp2/Rap1a/Tln1	3
tdT_Expression	cluster_14_up	R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	4/100	57/8828	0.00386704893035052	0.0303414608381349	0.0208747580585723	Col18a1/Col4a1/Cd151/Col4a2	4
tdT_Expression	cluster_14_up	R-MMU-422356	Regulation of insulin secretion	4/100	59/8828	0.00437955976825937	0.0335036322271842	0.0230503145697861	Gng11/Itpr1/Gnb4/Rap1a	4
tdT_Expression	cluster_14_up	R-MMU-432040	Vasopressin regulates renal water homeostasis via Aquaporins	3/100	30/8828	0.00458652540057131	0.0342311407945078	0.0235508364599297	Gng11/Gnb4/Prkar1a	3
tdT_Expression	cluster_14_up	R-MMU-5673001	RAF/MAP kinase cascade	8/100	234/8828	0.00494975160912174	0.0358419996811301	0.0246590985078294	Pdgfrb/Vcl/Pdgfa/Kitl/Calm2/Actb/Rap1a/Tln1	8
tdT_Expression	cluster_14_up	R-MMU-451326	Activation of kainate receptors upon glutamate binding	3/100	31/8828	0.00503662087022416	0.0358419996811301	0.0246590985078294	Gng11/Calm2/Gnb4	3
tdT_Expression	cluster_14_up	R-MMU-5684996	MAPK1/MAPK3 signaling	8/100	240/8828	0.00575240555839697	0.0400053659288516	0.0275234715712774	Pdgfrb/Vcl/Pdgfa/Kitl/Calm2/Actb/Rap1a/Tln1	8
tdT_Expression	cluster_14_up	R-MMU-76009	Platelet Aggregation (Plug Formation)	3/100	34/8828	0.00654285561623095	0.0444914181903705	0.0306098508361682	Rasgrp2/Rap1a/Tln1	3
tdT_Expression	cluster_14_up	R-MMU-9607240	FLT3 Signaling	8/100	248/8828	0.00697313148001252	0.0463864833235616	0.0319136452174486	Pdgfrb/Vcl/Pdgfa/Kitl/Calm2/Actb/Rap1a/Tln1	8
tdT_Expression	cluster_14_up	R-MMU-111885	Opioid Signalling	4/100	69/8828	0.00763438530948191	0.0496409855932526	0.0341527248663589	Gng11/Calm2/Gnb4/Prkar1a	4
tdT_Expression	cluster_14_up	R-MMU-203615	eNOS activation	2/100	12/8828	0.00778682126952982	0.0496409855932526	0.0341527248663589	Cav1/Calm2	2
tdT_Expression	cluster_15_down	R-MMU-1474244	Extracellular matrix organization	48/177	271/8828	7.01522869966844e-33	2.42726913008528e-30	1.91995732833031e-30	App/Col1a1/Fn1/Dcn/Col1a2/Mmp2/Mfap5/Col6a2/Col6a1/Fbn1/Col5a1/Lum/Col5a2/Ctsb/Pcolce/Col3a1/Nid1/Fbln2/Bgn/Ctsk/Ltbp4/P4hb/Lox/Col8a1/Mmp14/Bmp1/Col14a1/Mfap4/Serpinh1/Col4a2/Htra1/Cd47/Col12a1/Col5a3/Loxl2/Adamts2/Mfap2/Loxl1/Sdc2/Lama4/Col16a1/Emilin2/Col4a1/Fbln5/Ctss/Timp1/Col15a1/Icam1	48
tdT_Expression	cluster_15_down	R-MMU-1474290	Collagen formation	25/177	81/8828	1.28085695956768e-23	2.21588254005209e-21	1.75275162888209e-21	Col1a1/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Ctsb/Pcolce/Col3a1/P4hb/Lox/Col8a1/Bmp1/Col14a1/Serpinh1/Col4a2/Col12a1/Col5a3/Loxl2/Adamts2/Loxl1/Col16a1/Col4a1/Ctss/Col15a1	25
tdT_Expression	cluster_15_down	R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	21/177	57/8828	7.58904022898553e-22	8.75269306409664e-20	6.92333494574118e-20	Col1a1/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Ctsb/Pcolce/Col3a1/Lox/Col8a1/Bmp1/Col14a1/Col4a2/Col12a1/Col5a3/Loxl2/Loxl1/Col4a1/Ctss/Col15a1	21
tdT_Expression	cluster_15_down	R-MMU-1650814	Collagen biosynthesis and modifying enzymes	20/177	59/8828	5.28673842798114e-20	4.57302874020368e-18	3.61724208230288e-18	Col1a1/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Pcolce/Col3a1/P4hb/Col8a1/Bmp1/Col14a1/Serpinh1/Col4a2/Col12a1/Col5a3/Adamts2/Col16a1/Col4a1/Col15a1	20
tdT_Expression	cluster_15_down	R-MMU-1474228	Degradation of the extracellular matrix	25/177	130/8828	4.11329172162773e-18	2.84639787136639e-16	2.25148599499623e-16	Col1a1/Fn1/Dcn/Col1a2/Mmp2/Col6a2/Col6a1/Fbn1/Col5a1/Col5a2/Ctsb/Col3a1/Nid1/Ctsk/Col8a1/Mmp14/Bmp1/Col4a2/Htra1/Col12a1/Col5a3/Col4a1/Ctss/Timp1/Col15a1	25
tdT_Expression	cluster_15_down	R-MMU-1442490	Collagen degradation	17/177	55/8828	2.21987788853444e-16	1.2801295823882e-14	1.01257587898062e-14	Col1a1/Col1a2/Mmp2/Col6a2/Col6a1/Col5a1/Col5a2/Ctsb/Col3a1/Ctsk/Col8a1/Mmp14/Col4a2/Col12a1/Col5a3/Col4a1/Col15a1	17
tdT_Expression	cluster_15_down	R-MMU-8948216	Collagen chain trimerization	15/177	39/8828	3.09725840217716e-16	1.53093058164757e-14	1.21095817227979e-14	Col1a1/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Col8a1/Col14a1/Col4a2/Col12a1/Col5a3/Col16a1/Col4a1/Col15a1	15
tdT_Expression	cluster_15_down	R-MMU-216083	Integrin cell surface interactions	17/177	71/8828	2.55285626699618e-14	1.10411033547585e-12	8.73345565025009e-13	Col1a1/Fn1/Col1a2/Col6a2/Col6a1/Fbn1/Col5a1/Lum/Col5a2/Col3a1/Col8a1/Col4a2/Cd47/Col5a3/Col16a1/Col4a1/Icam1	17
tdT_Expression	cluster_15_down	R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	20/177	116/8828	9.98200995921287e-14	3.8375282732085e-12	3.03546501683666e-12	App/Fn1/Igfbp7/Igfbp4/Fstl1/Cst3/Fbn1/Gas6/Igf1/Igfbp6/P4hb/Shisa5/Sparcl1/Mxra8/Sdc2/Mfge8/Timp1/Apoe/Calu/Ccn1	20
tdT_Expression	cluster_15_down	R-MMU-8957275	Post-translational protein phosphorylation	18/177	110/8828	4.6351570441987e-12	1.60376433729275e-10	1.26856929630701e-10	App/Fn1/Igfbp7/Igfbp4/Fstl1/Cst3/Fbn1/Gas6/P4hb/Shisa5/Sparcl1/Mxra8/Sdc2/Mfge8/Timp1/Apoe/Calu/Ccn1	18
tdT_Expression	cluster_15_down	R-MMU-2243919	Crosslinking of collagen fibrils	9/177	18/8828	1.77922688414723e-11	5.48958510045221e-10	4.34223342293147e-10	Col1a1/Col1a2/Pcolce/Lox/Bmp1/Col4a2/Loxl2/Loxl1/Col4a1	9
tdT_Expression	cluster_15_down	R-MMU-1566948	Elastic fibre formation	12/177	42/8828	1.90390234697764e-11	5.48958510045221e-10	4.34223342293147e-10	Fn1/Mfap5/Fbn1/Fbln2/Ltbp4/Lox/Mfap4/Loxl2/Mfap2/Loxl1/Emilin2/Fbln5	12
tdT_Expression	cluster_15_down	R-MMU-3000178	ECM proteoglycans	12/177	44/8828	3.50686163341772e-11	9.33364711663486e-10	7.38286659666888e-10	App/Col1a1/Fn1/Dcn/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Bgn/Col5a3	12
tdT_Expression	cluster_15_down	R-MMU-186797	Signaling by PDGF	12/177	54/8828	4.79134463162478e-10	1.18414660181584e-08	9.36653837761235e-09	Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Thbs4/Thbs3/Col4a2/Col5a3/Thbs2/Col4a1/Plat	12
tdT_Expression	cluster_15_down	R-MMU-114608	Platelet degranulation 	16/177	115/8828	9.21402363763787e-10	2.1253681190818e-08	1.68115519002516e-08	App/Fn1/Selenop/Psap/Gas6/Igf1/Ecm1/Serping1/Anxa5/Tagln2/Srgn/Islr/Pf4/Timp1/Timp3/Rarres2	16
tdT_Expression	cluster_15_down	R-MMU-76005	Response to elevated platelet cytosolic Ca2+	16/177	120/8828	1.75022545831601e-09	3.78486255360836e-08	2.99380670501422e-08	App/Fn1/Selenop/Psap/Gas6/Igf1/Ecm1/Serping1/Anxa5/Tagln2/Srgn/Islr/Pf4/Timp1/Timp3/Rarres2	16
tdT_Expression	cluster_15_down	R-MMU-419037	NCAM1 interactions	8/177	20/8828	2.28754646989722e-09	4.6558298740261e-08	3.68273735091812e-08	Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Col4a2/Col5a3/Col4a1	8
tdT_Expression	cluster_15_down	R-MMU-3000171	Non-integrin membrane-ECM interactions	10/177	39/8828	3.1302492486346e-09	6.01703466681985e-08	4.75944330201752e-08	Col1a1/Fn1/Col1a2/Col5a1/Col5a2/Col3a1/Col4a2/Col5a3/Sdc2/Col4a1	10
tdT_Expression	cluster_15_down	R-MMU-2129379	Molecules associated with elastic fibres	9/177	35/8828	1.92646010850107e-08	3.50818525021774e-07	2.77495638897661e-07	Fn1/Mfap5/Fbn1/Fbln2/Ltbp4/Mfap4/Mfap2/Emilin2/Fbln5	9
tdT_Expression	cluster_15_down	R-MMU-8874081	MET activates PTK2 signaling	8/177	26/8828	2.55961627906255e-08	4.42813616277821e-07	3.5026328029277e-07	Col1a1/Fn1/Col1a2/Col5a1/Col5a2/Col3a1/Col5a3/Lama4	8
tdT_Expression	cluster_15_down	R-MMU-76002	Platelet activation, signaling and aggregation	20/177	241/8828	6.5230863180186e-08	1.07475612668307e-06	8.50126537686635e-07	App/Col1a1/Fn1/Col1a2/Selenop/Psap/Gas6/Igf1/Ecm1/Serping1/Anxa5/Tagln2/Srgn/Islr/Fcer1g/Pf4/Timp1/Gng11/Timp3/Rarres2	20
tdT_Expression	cluster_15_down	R-MMU-375165	NCAM signaling for neurite out-growth	8/177	35/8828	3.30509121485297e-07	5.19800709245059e-06	4.11159672661136e-06	Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Col4a2/Col5a3/Col4a1	8
tdT_Expression	cluster_15_down	R-MMU-8875878	MET promotes cell motility	8/177	36/8828	4.17726965027466e-07	6.28406651736971e-06	4.9706641147433e-06	Col1a1/Fn1/Col1a2/Col5a1/Col5a2/Col3a1/Col5a3/Lama4	8
tdT_Expression	cluster_15_down	R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	23/177	399/8828	4.39158420164963e-06	6.30298856322855e-05	4.98563135515492e-05	Col1a1/Fn1/Col1a2/Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Igf1/Thbs4/Cyba/Cilp/Actb/Axl/Thbs3/Col4a2/Col5a3/Thbs2/Lama4/Col4a1/Atp6v0e/Plat/Cltc	23
tdT_Expression	cluster_15_down	R-MMU-422475	Axon guidance	18/177	261/8828	4.5541824878819e-06	6.30298856322855e-05	4.98563135515492e-05	Mmp2/Col6a2/Col6a1/Col5a1/Col5a2/Col3a1/Actb/Rhoc/Cxcl12/Col4a2/Arpc1b/Col5a3/Sdcbp/Dpysl2/Sdc2/Col4a1/Tyrobp/Cltc	18
tdT_Expression	cluster_15_down	R-MMU-2214320	Anchoring fibril formation	5/177	14/8828	5.294715335621e-06	7.0460442543264e-05	5.57338456381158e-05	Col1a1/Col1a2/Bmp1/Col4a2/Col4a1	5
tdT_Expression	cluster_15_down	R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	10/177	106/8828	4.91963404295976e-05	0.000630441992171881	0.000498676355231789	B2m/Col1a1/Col1a2/Ifitm2/Col3a1/H2-K1/Ifitm3/Cd34/H2-T23/Icam1	10
tdT_Expression	cluster_15_down	R-MMU-202733	Cell surface interactions at the vascular wall	10/177	110/8828	6.76004129507532e-05	0.000813557884561785	0.000643520079057086	Col1a1/Fn1/Col1a2/Gas6/Cd47/Sdc2/Fcer1g/Cd74/Pf4/Sirpa	10
tdT_Expression	cluster_15_down	R-MMU-75205	Dissolution of Fibrin Clot	4/177	12/8828	6.81883776077796e-05	0.000813557884561785	0.000643520079057086	Serpinb6a/Plat/Plaur/Serpine2	4
tdT_Expression	cluster_15_down	R-MMU-2022857	Keratan sulfate degradation	4/177	13/8828	9.69566433332849e-05	0.00110116500065513	0.000871015820414769	Lum/Ogn/Hexa/Prelp	4
tdT_Expression	cluster_15_down	R-MMU-6806834	Signaling by MET	8/177	73/8828	9.86592919662114e-05	0.00110116500065513	0.000871015820414769	Col1a1/Fn1/Col1a2/Col5a1/Col5a2/Col3a1/Col5a3/Lama4	8
tdT_Expression	cluster_15_down	R-MMU-75892	Platelet Adhesion to exposed collagen	3/177	10/8828	0.000857236428720021	0.00926886888553522	0.00733162735089491	Col1a1/Col1a2/Fcer1g	3
tdT_Expression	cluster_15_down	R-MMU-977606	Regulation of Complement cascade	5/177	38/8828	0.000898892161513949	0.00942474811769171	0.00745492701734057	Serping1/C1qb/C1qc/C1qa/Cfh	5
tdT_Expression	cluster_15_down	R-MMU-174824	Plasma lipoprotein assembly, remodeling, and clearance	6/177	58/8828	0.00101793658754295	0.0103590017438194	0.0081939168037513	P4hb/Npc2/Bmp1/Pltp/Cltc/Apoe	6
tdT_Expression	cluster_15_down	R-MMU-2132295	MHC class II antigen presentation	8/177	105/8828	0.00118871025245704	0.0117512499242896	0.00929517791394982	Ctsb/Ctsk/Ctsc/Cd74/Ctss/Cltc/Ctsa/Ctsh	8
tdT_Expression	cluster_15_down	R-MMU-1679131	Trafficking and processing of endosomal TLR	3/177	12/8828	0.00152578050770005	0.0142681096125464	0.0112860009104414	Ctsb/Ctsk/Ctss	3
tdT_Expression	cluster_15_down	R-MMU-2024101	CS/DS degradation	3/177	12/8828	0.00152578050770005	0.0142681096125464	0.0112860009104414	Dcn/Bgn/Hexa	3
tdT_Expression	cluster_15_down	R-MMU-3000157	Laminin interactions	4/177	26/8828	0.00165368964218753	0.0150572793736023	0.0119102301099379	Nid1/Col4a2/Lama4/Col4a1	4
tdT_Expression	cluster_15_down	R-MMU-166786	Creation of C4 and C2 activators	3/177	14/8828	0.00245101119041311	0.0217448685098188	0.0172000785292148	C1qb/C1qc/C1qa	3
tdT_Expression	cluster_15_down	R-MMU-1630316	Glycosaminoglycan metabolism	8/177	120/8828	0.00278024772794744	0.0240491428467453	0.0190227476122719	Dcn/Lum/Bgn/Ogn/Hexa/Prelp/Sdc2/Has1	8
tdT_Expression	cluster_15_down	R-MMU-166658	Complement cascade	5/177	49/8828	0.00285995882456805	0.0241352622756231	0.0190908676351141	Serping1/C1qb/C1qc/C1qa/Cfh	5
tdT_Expression	cluster_15_down	R-MMU-1638074	Keratan sulfate/keratin metabolism	4/177	33/8828	0.00405898021726211	0.0326606315156439	0.025834390611705	Lum/Ogn/Hexa/Prelp	4
tdT_Expression	cluster_15_down	R-MMU-390522	Striated Muscle Contraction	4/177	33/8828	0.00405898021726211	0.0326606315156439	0.025834390611705	Acta1/Tpm4/Tpm3/Vim	4
tdT_Expression	cluster_15_down	R-MMU-1236974	ER-Phagosome pathway	4/177	35/8828	0.00503497679057262	0.038965094803529	0.0308211884664361	B2m/H2-K1/Tapbp/H2-T23	4
tdT_Expression	cluster_15_down	R-MMU-8963898	Plasma lipoprotein assembly	3/177	18/8828	0.00518033052301253	0.038965094803529	0.0308211884664361	P4hb/Bmp1/Apoe	3
tdT_Expression	cluster_15_down	R-MMU-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	3/177	18/8828	0.00518033052301253	0.038965094803529	0.0308211884664361	App/Cyb5a/Prnp	3
tdT_Expression	cluster_15_down	R-MMU-2172127	DAP12 interactions	5/177	59/8828	0.00639567131929316	0.0470830271590518	0.0372424309746074	B2m/H2-K1/Tyrobp/H2-T23/Sirpa	5
tdT_Expression	cluster_15_down	R-MMU-380108	Chemokine receptors bind chemokines	5/177	60/8828	0.00686634923226709	0.0494949340492586	0.0391502368506457	Ccl7/Cxcl1/Cxcl12/Cxcl2/Pf4	5
tdT_Expression	cluster_15_down	R-MMU-166663	Initial triggering of complement	3/177	20/8828	0.00702783290779056	0.0496251058386843	0.0392532020628474	C1qb/C1qc/C1qa	3
tdT_Expression	cluster_15_up	R-MMU-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	85/547	111/8828	1.25399599473595e-81	9.17925068146714e-79	6.8639780764494e-79	Rps26/Rps27a/Rplp2/Rpl37/Rps8/Rpl23a/Rpl18/Rps17/Rpl14/Rps25/Rpl6/Rpl35/Rps15a/Rpl27/Rps2/Rpl15/Rpl30/Rps15/Rpl29/Rps3a1/Rps18/Rps16/Rpl24/Rpl36a/Rpl18a/Rps19/Rpl11/Rpl28/Rpl32/Rpsa/Rpl13/Rpl8/Rpl19/Rpl5/Rpl27a/Eif3d/Rpl26/Rpl34/Rpl22/Rps28/Rpl23/Rps7/Eif3e/Rps3/Rps5/Rps4x/Rpl3/Rps23/Rpl35a/Eif3c/Rps13/Rps24/Rps6/Rplp0/Rpl39/Rpl38/Rps20/Rps11/Rpl12/Rpl4/Eif3m/Rpl22l1/Rps21/Rpl7/Rpl13a/Rps14/Rps9/Rplp1/Eif2s2/Eif2s1/Rpl31/Eif3g/Eif1ax/Eif3f/Eif3h/Eif4a1/Rps27l/Eif3l/Eif3i/Eif3a/Eif3b/Eif3k/Eif4h/Eif5/Eif5b	85
tdT_Expression	cluster_15_up	R-MMU-72613	Eukaryotic Translation Initiation	86/547	118/8828	2.27986610870457e-79	5.56287330523915e-77	4.15975570711009e-77	Rps26/Rps27a/Rplp2/Rpl37/Rps8/Rpl23a/Rpl18/Rps17/Rpl14/Rps25/Rpl6/Rpl35/Rps15a/Rpl27/Rps2/Rpl15/Rpl30/Eif4ebp1/Rps15/Rpl29/Rps3a1/Rps18/Rps16/Rpl24/Rpl36a/Rpl18a/Rps19/Rpl11/Rpl28/Rpl32/Rpsa/Rpl13/Rpl8/Rpl19/Rpl5/Rpl27a/Eif3d/Rpl26/Rpl34/Rpl22/Rps28/Rpl23/Rps7/Eif3e/Rps3/Rps5/Rps4x/Rpl3/Rps23/Rpl35a/Eif3c/Rps13/Rps24/Rps6/Rplp0/Rpl39/Rpl38/Rps20/Rps11/Rpl12/Rpl4/Eif3m/Rpl22l1/Rps21/Rpl7/Rpl13a/Rps14/Rps9/Rplp1/Eif2s2/Eif2s1/Rpl31/Eif3g/Eif1ax/Eif3f/Eif3h/Eif4a1/Rps27l/Eif3l/Eif3i/Eif3a/Eif3b/Eif3k/Eif4h/Eif5/Eif5b	86
tdT_Expression	cluster_15_up	R-MMU-72737	Cap-dependent Translation Initiation	86/547	118/8828	2.27986610870457e-79	5.56287330523915e-77	4.15975570711009e-77	Rps26/Rps27a/Rplp2/Rpl37/Rps8/Rpl23a/Rpl18/Rps17/Rpl14/Rps25/Rpl6/Rpl35/Rps15a/Rpl27/Rps2/Rpl15/Rpl30/Eif4ebp1/Rps15/Rpl29/Rps3a1/Rps18/Rps16/Rpl24/Rpl36a/Rpl18a/Rps19/Rpl11/Rpl28/Rpl32/Rpsa/Rpl13/Rpl8/Rpl19/Rpl5/Rpl27a/Eif3d/Rpl26/Rpl34/Rpl22/Rps28/Rpl23/Rps7/Eif3e/Rps3/Rps5/Rps4x/Rpl3/Rps23/Rpl35a/Eif3c/Rps13/Rps24/Rps6/Rplp0/Rpl39/Rpl38/Rps20/Rps11/Rpl12/Rpl4/Eif3m/Rpl22l1/Rps21/Rpl7/Rpl13a/Rps14/Rps9/Rplp1/Eif2s2/Eif2s1/Rpl31/Eif3g/Eif1ax/Eif3f/Eif3h/Eif4a1/Rps27l/Eif3l/Eif3i/Eif3a/Eif3b/Eif3k/Eif4h/Eif5/Eif5b	86
tdT_Expression	cluster_15_up	R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression	83/547	110/8828	1.00195846276473e-78	1.83358398685945e-76	1.37110105430963e-76	Rps26/Rps27a/Rplp2/Rpl37/Rps8/Rpl23a/Rpl18/Rps17/Rpl14/Rps25/Rpl6/Rpl35/Rps15a/Rpl27/Rps2/Rpl15/Rpl30/Rps15/Rpl29/Rps3a1/Rps18/Rps16/Rpl24/Rpl36a/Rpl18a/Rps19/Rpl11/Rpl28/Rpl32/Rpsa/Rpl13/Rpl8/Rpl19/Rpl5/Rpl27a/Eif3d/Rpl26/Rpl34/Rpl22/Rps28/Rpl23/Rps7/Eif3e/Rps3/Rps5/Rps4x/Rpl3/Rps23/Rpl35a/Eif3c/Rps13/Rps24/Rps6/Rplp0/Rpl39/Rpl38/Rps20/Rps11/Rpl12/Rpl4/Eif3m/Rpl22l1/Rps21/Rpl7/Rpl13a/Rps14/Rps9/Rplp1/Eif2s2/Eif2s1/Rpl31/Eif3g/Eif1ax/Eif3f/Eif3h/Eif4a1/Rps27l/Eif3l/Eif3i/Eif3a/Eif3b/Eif3k/Eif4h	83
tdT_Expression	cluster_15_up	R-MMU-72689	Formation of a pool of free 40S subunits	79/547	100/8828	9.3766147677172e-78	1.3727364019938e-75	1.02649256404483e-75	Rps26/Rps27a/Rplp2/Rpl37/Rps8/Rpl23a/Rpl18/Rps17/Rpl14/Rps25/Rpl6/Rpl35/Rps15a/Rpl27/Rps2/Rpl15/Rpl30/Rps15/Rpl29/Rps3a1/Rps18/Rps16/Rpl24/Rpl36a/Rpl18a/Rps19/Rpl11/Rpl28/Rpl32/Rpsa/Rpl13/Rpl8/Rpl19/Rpl5/Rpl27a/Eif3d/Rpl26/Rpl34/Rpl22/Rps28/Rpl23/Rps7/Eif3e/Rps3/Rps5/Rps4x/Rpl3/Rps23/Rpl35a/Eif3c/Rps13/Rps24/Rps6/Rplp0/Rpl39/Rpl38/Rps20/Rps11/Rpl12/Rpl4/Eif3m/Rpl22l1/Rps21/Rpl7/Rpl13a/Rps14/Rps9/Rplp1/Rpl31/Eif3g/Eif1ax/Eif3f/Eif3h/Rps27l/Eif3l/Eif3i/Eif3a/Eif3b/Eif3k	79
